1.1.2001	2.2.3
1.1.2002	2.2.3
1.1.2003	2.2.3
1.1.2004	2.2.3
1.1.2005	2.2.3
1.1.2006	2.2.3
1.1.2007	2.2.3
1.1.2008	2.2.3
1.1.2009	2.2.3
1.1.2010	2.2.3
1.1.2011	2.3.2.3.2
1.1.2012	2.3.2.3.2
1.1.2013	2.3.2.3.2
1.1.2014	2.3.2.3.2
1.1.2015	2.3.2.3.2
1.1.2016	2.3.2.3.2
1.1.2017	2.3.2.3.2
1.1.2018	2.3.2.3.2
1.1.2019	2.3.2.3.2
1.1.2020	2.3.2.3.2
1.1.2021	2.3.2.3.2
1.1.2022	2.3.2.3.2
1.1.2023	2.3.2.3.2
1.1.2024	2.3.2.3.2
1.1.2025	2.3.2.3.2
1.1.2026	2.3.2.3.2
1.1.2027	2.3.2.3.2
1.1.2028	2.3.2.3.2
1.1.2029	2.3.2.3.2
1.1.2030	2.3.2.3.2
1.1.2031	2.3.2.3.2
1.1.2032	2.3.2.3.2
1.1.2033	2.2.3
1.1.2034	2.2.3
1.1.2035	2.2.3
1.1.2036	2.2.3
1.1.2037	2.2.3
1.1.2038	2.2.3
1.1.2039	2.2.3
1.1.2040	2.2.3
1.1.2041	2.2.3
1.1.2042	2.3.2.3.2
1.1.2043	2.3.2.3.2
1.1.2044	2.3.2.3.2
1.1.2045	2.3.2.3.2
1.1.2046	2.3.2.3.2
1.1.2047	2.3.2.3.2
1.1.2048	2.3.2.3.2
1.1.2049	2.3.2.3.2
1.1.2050	2.3.2.3.2
1.1.2051	2.3.2.3.2
1.1.2052	2.3.2.3.2
1.1.2053	2.3.2.3.2
1.1.2054	2.3.2.3.2
1.1.2055	2.3.2.3.2
1.1.2056	2.3.2.3.2
1.1.2057	2.3.2.3.2
1.1.2058	2.3.2.3.2
1.1.2059	2.3.2.3.2
1.1.2060	2.3.2.3.2
1.1.2061	2.3.2.3.2
1.1.2062	2.3.2.3.2
1.1.2063	2.3.2.3.2
1.1.2064	2.2.3
1.1.2065	2.2.3
1.1.2066	2.2.3
1.1.2067	2.2.3
1.1.2068	2.2.3
1.1.2069	2.3.2.3.2
1.1.2070	2.3.2.3.2
1.1.2071	2.3.2.3.2
1.1.2072	2.3.2.3.2
1.1.2073	2.3.2.3.2
1.1.2074	2.3.2.3.2
1.1.2075	2.2.3
1.1.2076	2.2.3
1.1.2077	2.2.3
1.1.2078	2.2.3
1.1.2079	2.2.3
1.1.2080	2.2.3
1.1.2081	2.2.3
1.1.2082	2.2.3
1.1.2083	2.2.3
1.1.2084	2.2.3
1.1.2085	2.2.3
1.1.2086	2.2.3
1.1.2087	2.2.3
1.1.2088	2.2.3
1.1.2089	2.2.3
1.1.2090	2.2.3
1.1.2091	2.2.3
1.1.2092	2.2.3
1.1.2093	2.2.3
1.1.2094	2.2.3
1.1.2095	2.2.3
1.1.2096	2.2.3
1.1.2097	2.2.3
1.1.2098	2.2.3
1.1.2099	2.2.3
1.1.2100	2.2.3
1.1.2101	2.2.3
1.1.2102	2.2.3
1.1.2103	2.2.3
1.1.2104	2.2.3
1.1.2105	2.3.2.3.2
1.1.2106	2.3.2.3.2
1.1.2107	2.3.2.3.2
1.1.2108	2.3.2.3.2
1.1.2109	2.3.2.3.2
1.1.2110	2.3.2.3.2
1.1.2111	2.3.2.3.2
1.1.2112	2.2.3
1.1.2113	2.2.3
1.1.2114	2.2.3
1.1.2115	2.2.3
1.1.2116	2.2.3
1.1.2117	2.2.3
1.1.2118	2.2.3
1.1.2119	2.2.3
1.1.2120	2.2.3
1.1.2121	2.2.3
1.1.2122	2.2.3
1.1.2123	2.2.3
1.1.2124	2.2.3
1.1.2125	2.2.3
1.1.2126	2.2.3
1.1.2127	2.2.3
1.1.2128	2.2.3
1.1.2129	2.2.3
1.1.2130	2.2.3
1.1.2131	2.2.3
1.1.2132	2.2.3
1.1.2133	2.2.3
1.1.2134	2.2.3
1.1.2135	2.2.3
1.1.2136	2.3.2.3.2
1.1.2137	2.3.2.3.2
1.1.2138	2.3.2.3.2
1.1.2139	2.3.2.3.2
1.1.2140	2.3.2.3.2
1.1.2141	2.3.2.3.2
1.1.2142	2.3.2.3.2
1.1.2143	2.3.2.3.2
1.1.2144	2.3.2.3.2
1.1.2145	2.3.2.3.2
1.1.2146	2.3.2.3.2
1.1.2147	2.3.2.3.2
1.1.2148	2.3.2.3.2
1.1.2149	2.3.2.3.2
1.1.2150	2.3.2.3.2
1.1.2151	2.3.2.3.2
1.1.2152	2.3.2.3.2
1.1.2153	2.3.2.3.2
1.1.2154	2.3.2.3.2
1.1.2155	2.3.2.3.2
1.1.2156	2.3.2.3.2
1.1.2157	2.3.2.3.2
1.1.2158	2.3.2.3.2
1.1.2159	2.3.2.3.2
1.1.2160	2.3.3.2.2
1.1.2161	2.3.3.2.2
1.1.2162	2.3.3.2.2
1.1.2163	2.3.3.2.2
1.1.2164	2.3.3.2.2
1.1.2165	2.3.3.2.2
1.1.2166	2.3.3.2.2
1.1.2167	2.3.3.2.2
1.1.2168	2.3.3.2.2
1.1.2169	2.3.3.2.2
1.1.2170	2.3.3.2.2
1.1.2171	2.3.3.2.2
1.1.2172	2.3.3.2.2
1.1.2173	2.3.3.2.2
1.1.2174	2.3.3.2.2
1.1.2175	2.3.3.2.2
1.1.2176	2.3.3.2.2
1.1.2177	2.3.3.2.2
1.1.2178	2.3.3.2.2
1.1.2179	2.3.3.2.2
1.1.2180	2.3.3.2.2
1.1.2181	2.3.3.2.2
1.1.2182	2.3.3.2.2
1.1.2183	2.3.3.2.2
1.1.2184	2.3.3.2.2
1.1.2185	2.3.3.2.2
1.1.2186	2.3.3.2.2
1.1.2187	2.3.3.2.2
1.1.2188	2.3.3.2.2
1.1.2189	2.3.3.2.2
1.1.2190	2.3.3.2.2
1.1.2191	2.3.3.2.2
1.1.2192	2.3.3.2.2
1.1.2193	2.3.3.2.2
1.1.2194	2.3.3.2.2
1.1.2195	2.3.3.2.2
1.1.2196	2.3.3.2.2
1.1.2197	2.3.3.2.2
1.1.2198	2.3.3.2.2
2.1.2001	2.3.2.3.2
2.1.2002	2.3.2.3.2
2.1.2003	2.3.2.3.2
2.1.2004	2.3.2.3.2
2.1.2005	2.3.2.3.2
2.1.2006	2.3.2.3.2
2.1.2007	2.3.2.3.2
2.1.2008	2.3.2.3.2
2.1.2009	2.3.2.3.2
2.1.2010	2.3.2.3.2
2.1.2011	2.3.2.3.2
2.1.2012	2.3.2.3.2
2.1.2013	2.3.2.3.2
2.1.2014	2.3.2.3.2
2.1.2015	2.3.2.3.2
2.1.2016	2.3.2.3.2
2.1.2017	2.3.2.3.2
2.1.2018	2.3.2.3.2
2.1.2019	2.3.2.3.2
2.1.2020	2.3.2.3.2
2.1.2021	2.3.2.3.2
2.1.2022	2.3.2.3.2
2.1.2023	2.3.2.3.2
2.1.2024	2.3.2.3.2
2.1.2025	2.3.2.3.2
2.1.2026	2.3.2.3.2
2.1.2027	2.3.2.3.2
2.1.2028	2.3.2.3.2
2.1.2029	2.3.2.3.2
2.1.2030	2.3.2.3.2
2.1.2031	2.3.2.3.2
2.1.2032	2.3.2.3.2
2.1.2033	2.3.2.3.2
2.1.2034	2.3.2.3.2
2.1.2035	2.3.2.3.2
2.1.2036	2.3.2.3.2
2.1.2037	2.3.2.3.2
2.1.2038	2.3.2.3.2
2.1.2039	2.3.2.3.2
2.1.2040	2.3.2.3.2
2.1.2041	2.3.2.3.2
2.1.2042	2.3.2.3.2
2.1.2043	2.3.2.3.2
2.1.2044	2.3.2.3.2
2.1.2045	2.3.2.3.2
2.1.2046	2.3.2.3.2
2.1.2047	2.3.2.3.2
2.1.2048	2.3.2.3.2
2.1.2049	2.3.2.3.2
2.1.2050	2.3.2.3.2
2.1.2051	2.3.2.3.2
2.1.2052	2.3.2.3.2
2.1.2053	2.3.2.3.2
2.1.2054	2.3.2.3.2
2.1.2055	2.3.2.3.2
2.1.2056	2.3.2.3.2
2.1.2057	2.3.2.3.2
2.1.2058	2.3.2.3.2
2.1.2059	2.3.2.3.2
2.1.2060	2.3.2.3.2
2.1.2061	2.3.2.3.2
2.1.2062	2.3.2.3.2
2.1.2063	2.3.2.3.2
2.1.2064	2.3.2.3.2
2.1.2065	2.3.2.3.2
2.1.2066	2.3.2.3.2
2.1.2067	2.3.2.3.2
2.1.2068	2.3.2.3.2
2.1.2069	2.3.2.3.2
2.1.2070	2.3.2.3.2
2.1.2071	2.3.2.3.2
2.1.2072	2.3.2.3.2
2.1.2073	2.3.2.3.2
2.1.2074	2.3.2.3.2
2.1.2075	2.3.2.3.2
2.1.2076	2.3.2.3.2
2.1.2077	2.3.2.3.2
2.1.2078	2.3.2.3.2
2.1.2079	2.3.2.3.2
2.1.2080	2.3.2.3.2
2.1.2081	2.3.2.3.2
2.1.2082	2.3.2.3.2
2.1.2083	2.3.2.3.2
2.1.2084	2.3.2.3.2
2.1.2085	2.3.2.3.2
2.1.2086	2.3.2.3.2
2.1.2087	2.3.2.3.2
2.1.2088	2.3.2.3.2
2.1.2089	2.3.2.3.2
2.1.2090	2.3.2.3.2
2.1.2091	2.3.2.3.2
2.1.2092	2.3.2.3.2
2.1.2093	2.3.2.3.2
2.1.2094	2.3.2.3.2
2.1.2095	2.3.2.3.2
2.1.2096	2.3.2.3.2
2.1.2097	2.3.2.3.2
2.1.2098	2.3.2.3.2
2.1.2099	2.3.2.3.2
2.1.2100	2.3.2.3.2
2.1.2101	2.3.2.3.2
2.1.2102	2.3.2.2.2
2.1.2103	2.3.2.2.2
2.1.2104	2.3.2.2.2
2.1.2105	2.3.2.2.2
2.1.2106	2.3.2.2.2
2.1.2107	2.3.2.2.2
2.1.2108	2.3.2.2.2
2.1.2109	2.3.2.2.2
2.1.2110	2.3.2.2.2
2.1.2111	2.3.2.2.2
2.1.2112	2.3.2.2.2
2.1.2113	2.3.2.2.2
2.1.2114	2.3.2.2.2
2.1.2115	2.3.2.2.2
2.1.2116	2.3.2.2.2
2.1.2117	2.3.2.2.2
2.1.2118	2.3.2.2.2
2.1.2119	2.3.2.2.2
2.1.2120	2.3.2.2.2
2.1.2121	2.3.2.2.2
2.1.2122	2.3.2.2.2
2.1.2123	2.3.2.2.2
2.1.2124	2.3.2.2.2
2.1.2125	2.3.2.2.2
2.1.2126	2.2.3
2.1.2127	2.2.3
2.1.2128	2.2.3
2.1.2129	2.2.3
2.1.2130	2.2.3
2.1.2131	2.2.3
2.1.2132	2.2.3
2.1.2133	2.2.3
2.1.2134	2.2.3
2.1.2135	2.2.3
2.1.2136	2.2.3
2.1.2137	2.2.3
2.1.2138	2.2.3
2.1.2139	2.2.3
2.1.2140	2.2.3
2.1.2141	2.2.3
2.1.2142	2.2.3
2.1.2143	2.2.3
2.1.2144	2.2.3
2.1.2145	2.3.3.2.2
2.1.2146	2.3.3.2.2
2.1.2147	2.3.3.2.2
2.1.2148	2.3.3.2.2
2.1.2149	2.3.3.2.2
2.1.2150	2.3.3.2.2
2.1.2151	2.3.3.2.2
2.1.2152	2.3.3.2.2
2.1.2153	2.3.3.2.2
2.1.2154	2.3.3.2.2
2.1.2155	2.3.3.2.2
2.1.2156	2.3.3.2.2
2.1.2157	2.3.3.2.2
2.1.2158	2.3.3.2.2
2.1.2159	2.3.3.2.2
2.1.2160	2.3.3.2.2
2.1.2161	2.3.3.2.2
2.1.2162	2.3.3.2.2
3.1.2001	2.4.1
3.1.2002	2.4.1
3.1.2003	2.4.1
3.1.2004	2.4.1
3.1.2005	2.4.1
3.1.2006	2.4.1
3.1.2007	2.4.1
3.1.2008	2.4.1
3.1.2009	2.4.1
3.1.2010	2.4.1
3.1.2011	2.4.1
3.1.2012	2.4.1
3.1.2013	2.4.1
3.1.2014	2.4.1
3.1.2015	2.4.1
3.1.2016	2.4.1
3.1.2017	2.4.1
3.1.2018	2.4.1
3.1.2019	2.4.1
3.1.2020	2.4.1
3.1.2021	2.4.1
3.1.2022	2.4.1
3.1.2023	2.4.1
3.1.2024	2.4.1
3.1.2025	2.4.1
3.1.2026	2.4.1
3.1.2027	2.4.1
3.1.2028	2.4.1
3.1.2029	2.4.1
3.1.2030	2.4.1
3.1.2031	2.4.1
3.1.2032	2.4.1
3.1.2033	2.4.1
3.1.2034	2.4.1
3.1.2035	2.4.1
3.1.2036	2.4.1
3.1.2037	2.4.1
3.1.2038	2.4.1
3.1.2039	2.4.1
3.1.2040	2.4.1
3.1.2041	2.4.1
3.1.2042	2.4.1
3.1.2043	2.4.1
3.1.2044	2.4.1
3.1.2045	2.4.1
3.1.2046	2.4.1
3.1.2047	2.4.1
3.1.2048	2.4.1
3.1.2049	2.4.1
3.1.2050	2.4.1
3.1.2051	2.4.1
3.1.2052	2.4.1
3.1.2053	2.4.1
3.1.2054	2.4.1
3.1.2055	2.4.1
3.1.2056	2.4.1
3.1.2057	2.4.1
3.1.2058	2.4.1
3.1.2059	2.4.1
3.1.2060	2.4.1
3.1.2061	2.4.1
4.1.2001	2.2.1
4.1.2002	2.2.1
4.1.2003	2.2.1
4.1.2004	2.2.1
4.1.2005	2.2.1
4.1.2006	2.2.1
4.1.2007	2.4.1
4.1.2008	2.4.1
4.1.2009	2.4.1
4.1.2010	2.4.1
4.1.2011	2.4.1
4.1.2012	2.4.1
4.1.2013	2.4.1
4.1.2014	2.4.1
4.1.2015	2.4.1
4.1.2016	2.4.1
4.1.2017	2.4.1
4.1.2018	2.4.1
4.2.2001	2.5.1
4.2.2002	2.5.1
4.2.2003	2.5.1
4.2.2004	2.5.1
4.2.2005	2.5.1
4.2.2006	2.5.1
4.2.2007	2.5.1
